WORD,LANGUAGE_ID,SENTIMENT
"لا نَظير له","ar","2"
"لا يَحْصُل على الطَّاقة الكافِية","ar","-2"
"لا يَخْضَع للتَّحَكُّم","ar","-2"
"لا يَعْمَل","ar","-2"
"لا يَعْمل","ar","-2"
"لا يُسَبِّب القَلَق","ar","2"
"لا يُصَدَّق","ar","3"
"لا يُطاق","ar","-2"
"لا يُعْتَمَد عَلَيْه","ar","-2"
"لا يُغْتَفَر","ar","-2"
"لا يُغْفر","ar","-2"
"لا يُقَدَّر بِثَمَن","ar","3"
"لا يُقاوَم","ar","2"
"لا يُمَثِّل مجْموعة ما","ar","-1"
"لا يُمْكِن ارْتِداءه","ar","-2"
"لا يُمْكِن الاسْتِماع إلَيْه","ar","-2"
"لا يُمْكِن التَّحَكُّم فيه","ar","-2"
"لا يُمْكِن الوُصول إلَيْه","ar","-2"
"لا يُمْكِن تَبْريره","ar","-2"
"لا يُمْكِن مُشاهَدَته","ar","-2"
"لا يُمْكِن نِسْيانه","ar","2"
"لا يُمْكِن هَزيمَته","ar","2"
"لا يتِمّ تَقْديره","ar","-2"
"مَاحَقَّقْش طُموحه","ar","-2"
"مَحَلّ تَقْدير","ar","2"
"مَحَلّ نِزاع","ar","-1"
"مَحْصور في صورة نَمَطِيّة","ar","-1"
"مَحْكوم عَلَيْه بِالْفَشَل","ar","-2"
"مَحْكوم عَلَيْه بِالْمَوْت","ar","-2"
"مَصْدَر جَيِّد لِلْمَعْلومات","ar","1"
"مَصْدَر كُوَيِّس لِلْمَعْلومات","ar","1"
"مَعَنْدوش خَبَر","ar","-2"
"مَعَندوش القُدْرة","ar","-2"
"مَعْمول بِتَسَرُّع","ar","-2"
"مَفيهوش روح","ar","-2"
"مَفيهوش عُيوب بَرْمَجة","ar","2"
"مَفيهوش غَلْطات","ar","2"
"مَفيهوش مَشاكِل","ar","2"
"مَلْيان حَيَوِيّة","ar","1"
"مَلْيان حَياة","ar","2"
"مَلْيان دُخّان","ar","-2"
"مَلْيان عُيوب بَرْمَجة","ar","-1"
"مَلوش ريحة","ar","1"
"مَلوش طَعْم","ar","-2"
"مَلوش عِلاقة بالْمَوْضوع","ar","-1"
"مَلوش فايدة","ar","-1"
"مَلوش مَعْنى","ar","-1"
"مَلئ بالْكَراهِية","ar","-2"
"مَلئ بالدُّخّان","ar","-2"
"مَلئ بالدّيدان","ar","-2"
"مَلئ بالفَيْروسات","ar","-2"
"مَلئ برائحة الدُّخّان","ar","-1"
"مَنْظَر رائع","ar","2"
"مَوْطِن قوة","ar","2"
"مَوْقِف دِفاعي","ar","-2"
"مَوْقِف ضَعْف","ar","-1"
"مَيْؤوس مِنْه","ar","-2"
"مُبالَغ في سِعْرِه","ar","-2"
"مُبالَغ فيه","ar","-2"
"مُبالَغة شَديدة","ar","-2"
"مُبالَغة فَظيعة","ar","-2"
"مُتَّسِم بالاحْتِرام","ar","2"
"مُتَبَلِّد الشُّعور","ar","-2"
"مُتَسَمِّر في مَكانه","ar","-2"
"مُتَظاهِر بالْوَرَع","ar","-2"
"مُتَعَدِّد الاسْتِخْدامات","ar","1"
"مُتَعَدِّد الجوانِب","ar","1"
"مُتَعَدِّد المَصادِر","ar","1"
"مُتَعَدِّد التَقافات","ar","1"
"مُتَنازَع عَلَيْه","ar","-1"
"مُثير لِلْجَدَل","ar","-2"
"مُثير لِلْغَضَب","ar","-2"
"مُثير لِلشّكّ","ar","-2"
"مُثير للشَّفَقة","ar","-2"
"مُخَيِّب لِلْأمَل","ar","-2"
"مُرْهَق الشَّكْل","ar","-2"
"مُراعي للْمَواعيد","ar","1"
"مُزْدَحِم بِسَبَب اخْتِناق مُروري","ar","-2"
"مُسَبِّب لِلْحَكَّة","ar","-1"
"مُسَبِّب لِلْغَضَب الشَّديد","ar","-2"
"مُسَبِّب للحَكّة","ar","-1"
"مُسْتَحِقّ للجَهْد المَبْذول","ar","2"
"مُسْتَشْفى المَجانين","ar","-2"
"مُضْحِك جِدّاً","ar","2"
"مُعْتَدّ بِنَفْسِه","ar","-1"
"مُعْتَرَض عَليه","ar","-2"
"مُعْتَرَف بِيه","ar","2"
"مُعامْلة وَحْشِيّة","ar","-3"
"مُفْعَم بالْحَيَوِيّة","ar","2"
"مُفْعَم بالحَيَوِيّة","ar","1"
"مُفْعَم بالشَّك","ar","-2"
"مُلايم لِلْعُمَلاء","ar","2"
"مُمْكِن الاعْتِماد عَلَيْه","ar","2"
"مُمْكِن يِتْحَقَّق","ar","1"
"مُمْكِن يِتْكَيِّف","ar","1"
"مُمْكِن يِعيش فيه","ar","1"
"مُنَظَّم بِشَكْل يَضْمَن كَفاءة العَمَل","ar","2"
"مُنَظَّم بِشَكْل يِضْمَن كَفاءة العَمَل","ar","2"
"مُنْجَز بِتَسَرُّع","ar","-2"
"مُناسِب للْمُسْتَهْلِك","ar","2"
"مُناسِب للأطْفال","ar","2"
"مُنعَدِم الحَيَوِيّة","ar","-2"
"مُهِمّ جِدّاً","ar","2"
"مُوَجَّه لِلْعُمَلاء","ar","2"
"مُوَجَّه لِلْمُسْتَهْلِك","ar","2"
"مِتَّنِّك","ar","-1"
"مِتْسَمَّر في مَكانه","ar","-2"
"مِتْكَسَّرة مَقاديفُه","ar","-2"
"مِش احْتِرافي","ar","-1"
"مِش الاحْتِرافِيّة","ar","-1"
"مِش آدَمي","ar","-2"
"مِش آمِن","ar","-2"
"مِش بِيِشْتَغَل","ar","-2"
"مِش بِيْحِبّ","ar","-2"
"مِش بِيْرَكِّز","ar","-2"
"مِش بِيْهِمُّه","ar","-2"
"مِش بِيْهِمُّه","ar","-1"
"مِش ثابِت","ar","-2"
"مِش جَذَّاب","ar","-2"
"مِش حَكيم","ar","-2"
"مِش خَدوم","ar","-2"
"مِش دَقيق","ar","-1"
"مِش راكِب","ar","-1"
"مِش شَخْصي","ar","-1"
"مِش صَحيح","ar","-2"
"مِش صالِح للْأكْل","ar","-2"
"مِش ضار","ar","1"
"مِش طَبيعيّ","ar","-1"
"مِش طَبيعي","ar","-2"
"مِش عَمَلي","ar","-2"
"مِش عادي","ar","2"
"مِش على بَعْضُه","ar","-2"
"مِش فاتِح للشَهِيّة","ar","-2"
"مِش قابِل للاسْتِخْدام","ar","-2"
"مِش قابِل للتَّطْبيق","ar","-2"
"مِش كُفء","ar","-2"
"مِش كِفاية","ar","-2"
"مِش كامِل","ar","-2"
"مِش لَبِق","ar","-2"
"مِش مَسْموع","ar","-2"
"مِش مَسئول","ar","-2"
"مِش مَظبوط","ar","-2"
"مِش مَعْمول كُوَيِّس","ar","-1"
"مِش مَفْهوم","ar","-2"
"مِش مَقْبول","ar","-2"
"مِش مَمْكِن الوُصول لُه","ar","-1"
"مِش مُبالي","ar","-1"
"مِش مُتَرابِط","ar","-1"
"مِش مُتَناسِب","ar","-1"
"مِش مُتَوَقَّع","ar","-2"
"مِش مُجَهَّز","ar","-1"
"مِش مُحَدَّد","ar","-2"
"مِش مُحْتَرَم","ar","-2"
"مِش مُسْتَجيب","ar","-2"
"مِش مُسْتَخْدَم","ar","-2"
"مِش مُشَجِّع","ar","-2"
"مِش مُشَرِّف","ar","-2"
"مِش مُكَلِّف","ar","1"
"مِش مُكْتَمِل","ar","-2"
"مِش مُلْفِت","ar","-1"
"مِش مُلْهَم","ar","-2"
"مِش مُمْكِن تِوْصَل له","ar","-2"
"مِش مُنْتَظِم","ar","-1"
"مِش مُنْتِج","ar","-2"
"مِش مُناسِب","ar","-2"
"مِش مُهِمّ","ar","-1"
"مِش مُهْتَمّ","ar","-2"
"مِش مُؤدَّب","ar","-2"
"مِش مِتْقَدَّر","ar","-2"
"مِش مِضْياف","ar","-2"
"مِش مِهَني","ar","-2"
"مِش ماشي","ar","-2"
"مِش مؤتِّر","ar","-2"
"مِش مؤلِم","ar","2"
"مِش ناضِج","ar","-1"
"مِش وَدود","ar","-2"
"مِش واثِق","ar","-2"
"مِش واضِح","ar","-2"
"مِش ودّي","ar","-2"
"مِنْ مِش مُقَدِّمات","ar","-1"
"مِن طَرْف مَناخيرُه","ar","-2"
"مِن غير حُدود","ar","1"
"مِن مِش آخِر","ar","-1"
"مِن مِش عُيوب","ar","2"
"مِن مِش مَجْهود","ar","1"
"مِن مِش مُقَدِّمات","ar","-1"
"مِن مِش ما يْهِمُّه","ar","-2"
"مِن مِش هَدَف","ar","-2"
"ما يِتْطاقش","ar","-3"
"ماتْرَدِّش عَليه","ar","-2"
"ماعنْدوش القُدْرة","ar","-2"
"مافيهوش عيب","ar","2"
"مالوش آخِر","ar","-1"
"مايُعْتَمَدْش عَليه","ar","-2"
"مايِتْقَدَّرْش بالفِلوس","ar","3"
"مايِنْفَعْش","ar","-2"
"معَندوش دَمّ","ar","-2"
"مفيهوش الضَّغْط","ar","2"
"مفيهوش بُقَع","ar","-2"
"مفيهوش خَلَل","ar","2"
"مفيهوش غَلْطات","ar","2"
"مفيهوش مَشاكِل","ar","2"
"ملوش طَعْم","ar","-2"
"من المُفارَقات","ar","-1"
"من مِش اهْتِمام","ar","-1"
"من مِش غَلْطات","ar","2"
"موضة قَديمة","ar","-1"
"نابِض بالْحَياة","ar","2"
"ناقِص","ar","-2"
"وَضْع مِش عادي","ar","2"
"وَقْت الانْتِظار","ar","-1"
"واخِد بالُه","ar","2"
"واخِد باله","ar","-1"
"واخِد عَليه","ar","2"
"واسِع الخِبْرة الحَياتِية","ar","1"
"ولا حاجة","ar","-2"
"يَبيع أكْثَر من المُتَوَفِّر","ar","-2"
"يَتَّسِم بالتَّبْديد","ar","-2"
"يَتَسَبَّب في الإضْعاف","ar","-1"
"يَجيب نَتايج عَكْسِيّة","ar","-2"
"يَسْتَحِقّ التَّوْبيخ","ar","-1"
"يَصْدِر صَريراً","ar","-2"
"يَصْعَب عَليك","ar","-2"
"يَضْرِب بِشِدّة","ar","-1"
"يَطْلُب ثَمَناً أعْلى","ar","-2"
"يَطْلُب مَعْلومات شَخْصِيَّة على الإنْتَرْنِت بِغَرَض الاحْتِيال","ar","-2"
"يَعْتَدي على مُمْتَلَكات الغَيْر","ar","-1"
"يَعْتَدي على مُمْتَلَكات الناس","ar","-1"
"يَعْمَل بِكَفاءة أقَلّ مِن المُتَوَقَّعة","ar","-2"
"يَفْتَقِر إلى","ar","-2"
"يَلوح في الأُفُق بِشَكْل مُهَدِّد","ar","-1"
"يَميل إلى الانْهِيار المُفاجئ","ar","-2"
"يَنْظُر بِغَضَب","ar","-1"
"يَنْهار بِشَكْل مُفاجئ","ar","-2"
"يُخَيِّب ظَنّ","ar","-2"
"يُزيد سوءاً","ar","-2"
"يُزيد في السِّعْر","ar","-2"
"يُزيد في تَقْدير","ar","-2"
"يُزيل لَوْن","ar","-1"
"يُسَبِّب الشُّعور بِالْقَلَق","ar","-2"
"يُسَمِّر شَخْصاً في مَكانه","ar","-2"
"يُسيئ اسْتِخْدام","ar","-2"
"يُسئ اسْتِخْدام","ar","-1"
"يُسئ مُعامَلة","ar","-2"
"يُطْلُب تَمَن أعْلى","ar","-2"
"يُطْلُب مَعْلومات شَخْصِيَّة على الإنْتَرْنِت بِغَرَض النَّصْب","ar","-2"
"يُعّرِّض لِلْخَطَر","ar","-2"
"يُعيد ثَمَن سِلْعة ما","ar","-1"
"يُغَيِّر رايَه","ar","-1"
"يُغَيِّر رأيه","ar","-2"
"يُغْضِب غَضَباً شَديداً","ar","-2"
"يُفْرِط في الإجْهاد","ar","-2"
"يُفْرِط في التَّسْخين","ar","-2"
"يُفْسِد بالدَّلال","ar","-2"
"يُفاوِض على سِعر أقَلّ","ar","2"
"يُقَلِّل مِن شأن","ar","-2"
"يُلْقي بالْقِمامة في الشّارع","ar","-1"
"يُمَثِّل مُشْكِلة","ar","-2"
"يُمْكِن الاعْتِماد عَلَيْه","ar","2"
"يِبيع أكْتَر من المُتَوَفِّر","ar","-2"
"يِتْصَرَّف بِتَناكة","ar","-2"
"يِحَمِّل شَخْص فوق طاقْتُه","ar","-2"
"يِحِبّ يِبْسِط كُل النّاس","ar","2"
"يِحِب يِساعِد","ar","2"
"يِخَيِّب أمَل","ar","-1"
"يِرَجَّع تَمَن حاجة مِتْباعة","ar","-1"
"يِرْمي زِبالة في الشّارع","ar","-1"
"يِزَوِّد في السِّعْر","ar","-2"
"يِزيد في تَقْدير","ar","-2"
"يِسَخَّن زِيادة","ar","-2"
"يِسْتَحِقّ التَّهزيق","ar","-1"
"يِسْتاهِل الاحْتِرام","ar","2"
"يِضْرَب جامِد|","ar","-1"
"يِعَرَّض لِلْخَطَر","ar","-1"
"يِعْرَف يِمَيِّز","ar","2"
"يِعامِل بِطَريقة سَخيفة","ar","-1"
"يِعامِل بِوَحْشِيّة","ar","-3"
"يِغَيَّر رأيه","ar","-1"
"يِقَلِّل من شأن","ar","-2"
"يِقِلّ مِن احْتِرام","ar","-2"
"يِكَسَّر مَقاديفه","ar","-2"
"يِموت في","ar","3"
"يِنْصَح ب","ar","2"
"يا دي النيلة!","ar","-3"
"يادي الخَرا","ar","-3"
"يادي الخرا","ar","-3"
"يكون مَقْبول","ar","1"
"فَوْري","ar","1"
"مُهْمَل","ar","-1"
"ابْتِسامة","ar","2"
"ابْتِكار","ar","2"
"ابْتِلا","ar","-2"
"ابْتِهاج","ar","2"
"اتِّهام","ar","-1"
"اتِّهامي","ar","-2"
"اجْتِماعي","ar","1"
"احْتِرام","ar","2"
"احْتِشام","ar","2"
"احْتِكار","ar","-1"
"احْتِلال","ar","-1"
"احْتِمال","ar","2"
"احْتِيال","ar","-2"
"اخْتِلاس","ar","-2"
"اسْتِتْنائي","ar","2"
"اسْتِثْنائي","ar","2"
"اسْتِغلال","ar","-2"
"اسْتِمتاع","ar","2"
"اضْطِهاد","ar","-3"
"اغْتِصاب","ar","-3"
"افْتِرائي","ar","-2"
"اقْتِحام","ar","-2"
"اكْتِياب","ar","-2"
"الْتِزام","ar","2"
"الاكأب","ar","-2"
"الأبْطأ","ar","-3"
"الأبهَت","ar","-2"
"الأتْعَس","ar","-3"
"الأثْبَت","ar","2"
"الأجَنّ","ar","-3"
"الأجْلَف","ar","-3"
"الأجْمَل","ar","3"
"الأحْسَن","ar","3"
"الأحْقَر","ar","-2"
"الأحْلى","ar","3"
"الأخْشَن","ar","-2"
"الأخْطَر","ar","-2"
"الأدَقّ","ar","2"
"الأدفا","ar","2"
"الأذْكى","ar","2"
"الأرْيَح","ar","3"
"الأزْحَم","ar","-2"
"الأسْخَف","ar","-2"
"الأسْرَع","ar","2"
"الأسْفَل","ar","-3"
"الأسْهَل","ar","3"
"الأسْوأ","ar","-3"
"الأشَدّ","ar","-2"
"الأشْجَع","ar","3"
"الأشْقى","ar","-3"
"الأشْيَك","ar","3"
"الأصَحّ","ar","2"
"الأصْعَب","ar","-2"
"الأضْخَم","ar","2"
"الأضْعَف","ar","-2"
"الأضْلَم","ar","-3"
"الأضأل","ar","-2"
"الأطْيَب","ar","3"
"الأعْظَم","ar","2"
"الأغْبى","ar","-2"
"الأغْرَب","ar","-2"
"الأغْلى","ar","-3"
"الأغْنى","ar","3"
"الأفْخَم","ar","3"
"الأفْضَل","ar","2"
"الأفْقَر","ar","-3"
"الأقْبَح","ar","-3"
"الأقْذَر","ar","-3"
"الأقْوى","ar","3"
"الأقسى","ar","-2"
"الأكْأب","ar","-2"
"الأكْتَر","ar","2"
"الأكْسَل","ar","-2"
"الألَذَ","ar","3"
"الألْطَف","ar","2"
"الأمَلّ","ar","-2"
"الأنْبَل","ar","3"
"الأنْدَر","ar","3"
"الأنْضَج","ar","2"
"الأنْضَف","ar","3"
"الأنْعَم","ar","3"
"الأنْقى","ar","2"
"الأهْدأ","ar","3"
"الأهْدى","ar","3"
"الأهدا","ar","2"
"الأوْحَش","ar","-3"
"الأوْقَح","ar","-3"
"البَرْزَخ","ar","-2"
"الكَثير","ar","1"
"اللَّعْنة","ar","-3"
"النّار","ar","-3"
"الهِوّ","ar","-2"
"انْتِشار","ar","1"
"انْتِظار","ar","-1"
"انْجِذاب","ar","2"
"انْزِعاج","ar","-2"
"انْزِلاق","ar","-2"
"انْسِجام","ar","2"
"انْسِحاب","ar","-1"
"انْفِعال","ar","-2"
"انْكِماش","ar","-2"
"إبْداع","ar","1"
"إتْقان","ar","3"
"إثارة","ar","2"
"إجْرامي","ar","-2"
"إحْباط","ar","-2"
"إحْراج","ar","-1"
"إخْتِفاء","ar","-1"
"إخْلاص","ar","1"
"إدِّباق","ar","-1"
"إرْهاق","ar","-2"
"إزْعاج","ar","-2"
"إسْتراتيجي","ar","1"
"إسْفِنْجي","ar","-1"
"إشْباع","ar","1"
"إشْمِئزاز","ar","-2"
"إعْجاب","ar","2"
"إعْصار","ar","-2"
"إغْفال","ar","-1"
"إفْلاس","ar","-2"
"إقْصاء","ar","-1"
"إلْحاح","ar","1"
"إلْهاء","ar","-2"
"إلْهام","ar","2"
"إنْبِعاج","ar","-2"
"إنْجَرّ","ar","-2"
"إنْجاز","ar","1"
"إنْحِطاط","ar","-2"
"إنْساني","ar","1"
"إنْعِدام","ar","-2"
"إهْتِمام","ar","2"
"إهْمال","ar","-2"
"إهانة","ar","-2"
"إيجابي","ar","2"
"أُسْطوري","ar","2"
"أبْلَه","ar","-3"
"أبْله","ar","-3"
"أثير","ar","2"
"أجَشّ","ar","-2"
"أحْسَن","ar","2"
"أحْمَق","ar","-3"
"أخَوي","ar","1"
"أخْرَس","ar","-3"
"أخْلاقي","ar","2"
"أدَب","ar","2"
"أذيّة","ar","-2"
"أزْمة","ar","-2"
"أسْوأ","ar","-2"
"أشْعَث","ar","-1"
"أصْلي","ar","1"
"أصالة","ar","1"
"أضْطِراب","ar","-2"
"أعْرَج","ar","-1"
"أعْلى","ar","2"
"أعْمى","ar","-2"
"أقَلّ","ar","-2"
"أكأب","ar","-3"
"أكيد","ar","1"
"ألَم","ar","-2"
"أمْلَس","ar","1"
"أمان","ar","2"
"أناني","ar","-2"
"أنيق","ar","1"
"أهْبَل","ar","-2"
"آثِم","ar","-2"
"آمِن","ar","2"
"بَجاحة","ar","-2"
"بَخيل","ar","-2"
"بَدْري","ar","2"
"بَذاءة","ar","-2"
"بَذئ","ar","-2"
"بَرَكة","ar","2"
"بَراعة","ar","2"
"بَري","ar","2"
"بَرئ","ar","2"
"بَساطة","ar","2"
"بَسيط","ar","2"
"بَشِع","ar","-2"
"بَصيرة","ar","2"
"بَطَل","ar","2"
"بَطئ","ar","-2"
"بَعيد","ar","-1"
"بَغيض","ar","-2"
"بَقَرَف","ar","-2"
"بَلْطَجي","ar","-2"
"بَلاغة","ar","1"
"بَليغ","ar","1"
"بَنّاء","ar","2"
"بَهْدَلة","ar","-1"
"بَهيج","ar","1"
"بَوْل","ar","-2"
"بُطء","ar","-1"
"بُطولي","ar","2"
"بُقْعة","ar","-2"
"بِإهْمال","ar","-2"
"بِأدب","ar","1"
"بِبَجاحة","ar","-2"
"بِبَذاءة","ar","-2"
"بِبَراءة","ar","2"
"بِبَشاعة","ar","-2"
"بِبَلاش","ar","1"
"بِبَلاغة","ar","1"
"بِبؤس","ar","-2"
"بِتَجْديف","ar","-2"
"بِتَحَدّي","ar","-1"
"بِتَرَدُّد","ar","-2"
"بِتَرْكيز","ar","1"
"بِتَشَكُّك","ar","-2"
"بِتَصَنُّع","ar","-2"
"بِتَعاسة","ar","-2"
"بِتَعاوُن","ar","2"
"بِتَفَكُّك","ar","-1"
"بِتَفَوُّق","ar","2"
"بِتَكْشيرة","ar","-2"
"بِتَناكة","ar","-2"
"بِتَهْذيب","ar","2"
"بِتَوَتُّر","ar","-2"
"بِتَوفيق","ar","2"
"بِتُقْل","ar","-1"
"بِتِقة","ar","2"
"بِتْرة","ar","-1"
"بِتأليس","ar","-1"
"بِجَمال","ar","2"
"بِجَهْل","ar","-3"
"بِجُبْن","ar","-2"
"بِجُنون","ar","-2"
"بِجِح","ar","-2"
"بِجْنان","ar","-2"
"بِحَماس","ar","2"
"بِحَنان","ar","2"
"بِحَيَوِيّة","ar","1"
"بِحُرِّيَّة","ar","2"
"بِحُزْن","ar","-2"
"بِحِدّة","ar","-1"
"بِحِقْد","ar","-2"
"بِحِكْمة","ar","2"
"بِخَجَل","ar","-2"
"بِخُبْت","ar","-2"
"بِخُبْث","ar","-2"
"بِخِبْرة","ar","2"
"بِخِيانة","ar","-2"
"بِخوف","ar","-2"
"بِدَهْوَلة","ar","-2"
"بِدِقَّة","ar","2"
"بِدِقّة","ar","1"
"بِدائي","ar","-1"
"بِذَكاء","ar","2"
"بِرَخاوة","ar","-1"
"بِرَشاقة","ar","2"
"بِرَوْعة","ar","3"
"بِراحة","ar","2"
"بِزَعَل","ar","-1"
"بِزْيادة","ar","-1"
"بِسَعادة","ar","2"
"بِسَفالة","ar","-2"
"بِسَلْبِيّة","ar","-2"
"بِسَلاسة","ar","2"
"بِسَلام","ar","1"
"بِسُخْرِية","ar","-1"
"بِسُرْعة","ar","2"
"بِسُهولة","ar","2"
"بِساغ","ar","-2"
"بِسآلة","ar","-2"
"بِشَجاعة","ar","2"
"بِشَرَف","ar","2"
"بِشَناعة","ar","-3"
"بِشْويش","ar","1"
"بِشْياكة","ar","2"
"بِصَبْر","ar","1"
"بِصَراحة","ar","1"
"بِصِدْق","ar","1"
"بِضَعْف","ar","-2"
"بِطَلاقة","ar","2"
"بِطاعة","ar","1"
"بِطيش","ar","-2"
"بِعَجْز","ar","-2"
"بِعَطْف","ar","2"
"بِعَفْوِيّة","ar","1"
"بِعَوَجان","ar","-2"
"بِعُمْق","ar","2"
"بِعِنْد","ar","-1"
"بِعاطِفة","ar","2"
"بِغَباء","ar","-2"
"بِغَرابة","ar","-1"
"بِغَضَب","ar","-2"
"بِفَخْر","ar","2"
"بِفَخامة","ar","2"
"بِفَصاحة","ar","1"
"بِفَظاعة","ar","-3"
"بِفَعالِية","ar","2"
"بِفَوْضى","ar","-2"
"بِفظاعة","ar","-3"
"بِقَذارة","ar","-3"
"بِقَرَف","ar","-2"
"بِقَسْوة","ar","-2"
"بِقُوّة","ar","2"
"بِقّذارة","ar","-2"
"بِكَرَم","ar","2"
"بِكَراهِية","ar","-2"
"بِكَسَل","ar","-1"
"بِكَفاءة","ar","2"
"بِكآبة","ar","-2"
"بِلَباقة","ar","2"
"بِلُطْف","ar","2"
"بِمَرارة","ar","-2"
"بِمَزازة","ar","-1"
"بِمُتابَرة","ar","2"
"بِمُثابَرة","ar","2"
"بِمْراعِيّة","ar","1"
"بِمهارة","ar","2"
"بِنَجَاح","ar","2"
"بِنَدَم","ar","-2"
"بِنَشاط","ar","1"
"بِنَقاء","ar","2"
"بِنُعومة","ar","2"
"بِهَبالة","ar","-2"
"بِهِمِجِيَّة","ar","-2"
"بِوَضاعة","ar","-2"
"بِوَقاحة","ar","-2"
"بِوُضوح","ar","1"
"بِوْضوح","ar","2"
"بِيَقْظة","ar","1"
"بِيُهْرُش","ar","-1"
"بِيِغْلي","ar","-1"
"بِيِفْشَل","ar","-2"
"بِيِلْعَب","ar","-1"
"بِيِلْمَع","ar","2"
"بِيِنْزِف","ar","-1"
"بِيْزَيَّق","ar","-2"
"بِيْشِدّ","ar","-2"
"بابْتِهاج","ar","2"
"باجْتِهاد","ar","1"
"باذْبِهْلال","ar","-1"
"بارِد","ar","-2"
"بارِز","ar","2"
"باعتِداد","ar","-1"
"بافْتِرا","ar","-2"
"بافْتِراء","ar","-2"
"باقي","ar","2"
"بالذّات","ar","2"
"بالرّاحة","ar","2"
"بالضَّبط","ar","1"
"بالظَّبط","ar","1"
"بالعافْية","ar","-1"
"بالغَصب","ar","-2"
"بالي","ar","-2"
"بامْتِنان","ar","2"
"بامْتِياز","ar","3"
"بانْتِصار","ar","2"
"بانفِعال","ar","-2"
"باهِت","ar","-1"
"باهْتِياج","ar","-2"
"بايِت","ar","-1"
"بايس","ar","-3"
"بائس","ar","-2"
"بإبْهار","ar","1"
"بإتْقان","ar","3"
"بإخْلاص","ar","2"
"بإعْجاز","ar","2"
"بإلْحاح","ar","1"
"بإنْسانِيّة","ar","1"
"بإهْمال","ar","-2"
"بأناقة","ar","2"
"بتَثاقُل","ar","-1"
"بعِنْد","ar","-1"
"بقْعة","ar","-2"
"بكَآبة","ar","-1"
"بمَرارة","ar","-2"
"بمُشاكَسة","ar","-1"
"بؤس","ar","-2"
"بيَأس","ar","-2"
"بيْشُكّ","ar","-2"
"بيئة","ar","-1"
"تَبْجيل","ar","1"
"تَبْديد","ar","-2"
"تَجَاهُل","ar","-1"
"تَجْديد","ar","2"
"تَجْديف","ar","-3"
"تَحَدّي","ar","-1"
"تَحْديف","ar","-1"
"تَحْريف","ar","-2"
"تَحْسين","ar","1"
"تَحامُل","ar","-1"
"تَخَبَّط","ar","-1"
"تَخَبُّط","ar","-1"
"تَدَهْوُر","ar","-2"
"تَدافُع","ar","-1"
"تَرَدُّد","ar","-2"
"تَرَف","ar","2"
"تَزييق","ar","-2"
"تَسَرُّع","ar","-1"
"تَسْريب","ar","-2"
"تَسْقيف","ar","2"
"تَسامُح","ar","2"
"تَشَنُّج","ar","-2"
"تَشْويه","ar","-2"
"تَشابُك","ar","-1"
"تَضْحِية","ar","-1"
"تَضارُب","ar","-2"
"تَطَرُّف","ar","-2"
"تَطَوُّر","ar","2"
"تَعَرُّف","ar","2"
"تَعْذيب","ar","-2"
"تَعْطيل","ar","-2"
"تَعْقيد","ar","-2"
"تَعاسة","ar","-2"
"تَعيس","ar","-2"
"تَفَوُّق","ar","3"
"تَفْرِقة","ar","-2"
"تَفاهة","ar","-1"
"تَقَدُّمي","ar","2"
"تَقْدير","ar","2"
"تَقْييدي","ar","-1"
"تَقي","ar","1"
"تَلَف","ar","-2"
"تَمْييزي","ar","-2"
"تَمييز","ar","-2"
"تَنافُسي","ar","2"
"تَناقُض","ar","-2"
"تَهَرُّب","ar","-1"
"تَهَوُّر","ar","-2"
"تَهْديد","ar","-2"
"تَهْديدي","ar","-2"
"تَهْذيب","ar","2"
"تَهْريب","ar","-2"
"تَهْريج","ar","-1"
"تَهْنيج","ar","-2"
"تَهْنئة","ar","2"
"تَوَتُّر","ar","-2"
"تَوْرة","ar","-2"
"تَوْري","ar","1"
"تَواكُل","ar","-1"
"تُحْفة","ar","3"
"تُلُوُّت","ar","-2"
"تِخين","ar","-3"
"تِقة","ar","2"
"تِقيل","ar","-2"
"تِكِن","ar","-2"
"تابِت","ar","2"
"تافِه","ar","-2"
"تالِف","ar","-2"
"تايِه","ar","-2"
"تأخير","ar","-2"
"ثَرْوة","ar","2"
"ثَراء","ar","2"
"ثَري","ar","2"
"ثَمين","ar","2"
"ثَوْرة","ar","-2"
"ثَوْري","ar","1"
"ثِقة","ar","2"
"ثابِت","ar","1"
"ثقة","ar","2"
"جَبان","ar","-2"
"جَدارة","ar","2"
"جَديد","ar","2"
"جَذَّاب","ar","2"
"جَذّاب","ar","2"
"جَريمة","ar","-2"
"جَزْمة","ar","-3"
"جَفاف","ar","-1"
"جَلَف","ar","-2"
"جَليل","ar","2"
"جَمال","ar","2"
"جَميل","ar","2"
"جَوْهَرة","ar","2"
"جَيِّد","ar","1"
"جُهَنَّمي","ar","-2"
"جِدَّاً","ar","2"
"جِدّاَ","ar","1"
"جِدال","ar","-2"
"جِلْدة","ar","-2"
"جِلْف","ar","-2"
"جِنْتِلْمان","ar","2"
"جِنان","ar","-3"
"جاحِد","ar","-2"
"جاذِبِيّة","ar","2"
"جاذِبيَّة","ar","2"
"جارِح","ar","-2"
"جامِد","ar","-2"
"جاهِل","ar","-2"
"جاي","ar","1"
"جايزة","ar","2"
"حَبَوب","ar","2"
"حَبّوب","ar","2"
"حَبيبي","ar","2"
"حَديت","ar","2"
"حَديث","ar","2"
"حَذِر","ar","-2"
"حَرْبي","ar","-2"
"حَريري","ar","2"
